id,airport_code,captured_at_local,taxis_in_holding,taxis_at_curb,active_lanes_json,lane_capacity_per_15m
3364,BKK,2025-10-04 18:45,234,55,"[60, 61, 62, 65, 71]",55
3365,BKK,2025-10-04 19:00,159,54,"[60, 65, 67, 68, 69]",50
3366,BKK,2025-10-04 19:15,174,47,"[61, 65, 67, 69, 72]",45
3367,BKK,2025-10-04 19:30,194,35,"[63, 64, 69, 71, 72]",45
3368,BKK,2025-10-04 19:45,199,54,"[64, 65, 66, 67, 68]",35
3369,BKK,2025-10-04 20:00,130,26,"[63, 65, 67, 71]",28
3370,BKK,2025-10-04 20:15,136,44,"[63, 66, 69, 70]",20
3371,BKK,2025-10-04 20:30,121,35,"[63, 69, 71]",27
3372,BKK,2025-10-04 20:45,125,41,"[61, 65, 67, 72]",24
3373,BKK,2025-10-04 21:00,145,37,"[66, 68, 70, 71]",28
3374,BKK,2025-10-04 21:15,130,37,"[61, 64, 65, 72]",20
3375,BKK,2025-10-04 21:30,158,44,"[63, 66, 69, 70]",24
3376,BKK,2025-10-04 21:45,121,45,"[61, 63, 64, 67]",28
3377,BKK,2025-10-04 22:00,150,38,"[64, 66, 68, 70]",24
3378,BKK,2025-10-04 22:15,127,34,"[62, 69, 72]",24
3379,BKK,2025-10-04 22:30,154,37,"[61, 64, 67, 68]",16
3380,BKK,2025-10-04 22:45,136,38,"[60, 61, 65, 72]",16
3381,BKK,2025-10-04 23:00,220,62,"[60, 62, 67, 70, 71, 72]",36
3382,BKK,2025-10-04 23:15,214,62,"[60, 61, 63, 64, 68, 72]",30
3383,BKK,2025-10-04 23:30,216,58,"[60, 63, 65, 66, 70, 72]",48
3384,BKK,2025-10-04 23:45,214,70,"[65, 66, 67, 68, 69, 70]",30
3385,BKK,2025-10-05 00:00,187,55,"[60, 61, 65, 66, 67]",30
3386,BKK,2025-10-05 00:15,139,41,"[60, 61, 65, 70, 71]",35
3387,BKK,2025-10-05 00:30,132,40,"[60, 62, 64, 65, 71]",20
3388,BKK,2025-10-05 00:45,154,39,"[61, 62, 64, 65, 70]",25
3389,BKK,2025-10-05 01:00,149,42,"[61, 65, 66, 68, 72]",35
3390,BKK,2025-10-05 01:15,147,50,"[61, 62, 65, 67, 70]",30
3391,BKK,2025-10-05 01:30,152,43,"[61, 63, 64, 70, 72]",25
3392,BKK,2025-10-05 01:45,165,35,"[61, 62, 67, 68, 72]",35
3393,BKK,2025-10-05 02:00,110,41,"[60, 62, 66]",12
3394,BKK,2025-10-05 02:15,103,23,"[61, 66, 67]",15
3395,BKK,2025-10-05 02:30,87,26,"[62, 66, 68]",12
3396,BKK,2025-10-05 02:45,109,28,"[62, 65, 71]",12
3397,BKK,2025-10-05 03:00,89,30,"[60, 70]",12
3398,BKK,2025-10-05 03:15,64,22,"[62, 71]",10
3399,BKK,2025-10-05 03:30,72,23,"[61, 63]",14
3400,BKK,2025-10-05 03:45,84,20,"[62, 70]",10
3401,BKK,2025-10-05 04:00,79,31,"[60, 68]",8
3402,BKK,2025-10-05 04:15,114,30,"[66, 71]",14
3403,BKK,2025-10-05 04:30,93,27,"[66, 68]",8
3404,BKK,2025-10-05 04:45,107,30,"[60, 72]",10
3405,BKK,2025-10-05 05:00,195,40,"[60, 62, 64, 65, 70]",35
3406,BKK,2025-10-05 05:15,221,49,"[62, 63, 66, 68, 69]",25
3407,BKK,2025-10-05 05:30,182,48,"[61, 62, 63, 64, 68]",20
3408,BKK,2025-10-05 05:45,167,49,"[60, 65, 68, 69, 70]",20
3409,BKK,2025-10-05 06:00,218,65,"[60, 63, 64, 67, 70, 71]",36
3410,BKK,2025-10-05 06:15,213,64,"[60, 61, 62, 63, 65, 66, 72]",35
3411,BKK,2025-10-05 06:30,220,62,,24
3412,BKK,2025-10-05 06:45,189,50,"[62, 63, 64, 65, 68, 71]",42
3413,BKK,2025-10-05 07:00,259,60,"[60, 62, 64, 65, 66, 71, 72]",42
3414,BKK,2025-10-05 07:15,267,75,"[62, 63, 66, 67, 69, 70, 72]",63
3415,BKK,2025-10-05 07:30,231,71,"[60, 62, 63, 65, 67, 69, 70]",42
3416,BKK,2025-10-05 07:45,220,66,"[60, 61, 65, 66, 67, 68, 72]",49
3417,BKK,2025-10-05 08:00,194,61,"[61, 62, 65, 67, 69, 71, 72]",49
3418,BKK,2025-10-05 08:15,219,57,"[60, 61, 66, 67, 70, 71, 72]",63
3419,BKK,2025-10-05 08:30,213,54,"[61, 63, 65, 68, 69, 70]",42
3420,BKK,2025-10-05 08:45,280,49,"[60, 61, 63, 64, 68, 70, 72]",63
3421,BKK,2025-10-05 09:00,247,56,"[60, 64, 65, 68, 69, 70]",66
3422,BKK,2025-10-05 09:15,187,73,"[60, 63, 64, 65, 66, 68]",60
3423,BKK,2025-10-05 09:30,246,67,"[60, 61, 63, 65, 67, 72]",36
3424,BKK,2025-10-05 09:45,238,63,"[60, 64, 65, 69, 71, 72]",54
3425,BKK,2025-10-05 10:00,174,46,"[62, 63, 64, 70]",36
3426,BKK,2025-10-05 10:15,218,83,"[62, 66, 68, 69, 71]",40
3427,BKK,2025-10-05 10:30,221,54,"[60, 63, 65, 68]",32
3428,BKK,2025-10-05 10:45,220,69,"[63, 67, 70, 71, 72]",55
3429,BKK,2025-10-05 11:00,182,65,"[60, 61, 64, 70, 71]",45
3430,BKK,2025-10-05 11:15,187,41,"[62, 66, 67, 70, 71]",65
3431,BKK,2025-10-05 11:30,138,45,"[61, 63, 64, 65, 70]",50
3432,BKK,2025-10-05 11:45,191,56,"[65, 68, 70, 72]",36
3433,BKK,2025-10-05 12:00,246,51,"[60, 64, 67, 68, 71, 72]",24
3434,BKK,2025-10-05 12:15,188,59,,35
3435,BKK,2025-10-05 12:30,198,63,"[60, 65, 68, 69, 70, 71]",48
3436,BKK,2025-10-05 12:45,172,53,"[61, 63, 64, 65, 66, 72]",54
3437,BKK,2025-10-05 13:00,137,46,"[61, 65, 66]",30
3438,BKK,2025-10-05 13:15,135,58,"[64, 70, 71]",18
3439,BKK,2025-10-05 13:30,170,37,"[62, 65, 67]",30
3440,BKK,2025-10-05 13:45,123,56,"[63, 66, 68]",42
3441,BKK,2025-10-05 14:00,114,29,"[66, 71]",10
3442,BKK,2025-10-05 14:15,91,31,"[63, 68]",14
3443,BKK,2025-10-05 14:30,128,34,"[60, 72]",12
3444,BKK,2025-10-05 14:45,114,30,"[60, 70]",8
3445,BKK,2025-10-05 15:00,176,44,"[63, 64, 68, 69, 70, 71]",48
3446,BKK,2025-10-05 15:15,217,43,"[60, 63, 67, 68, 69]",40
3447,BKK,2025-10-05 15:30,183,61,"[62, 64, 65, 70, 72]",45
3448,BKK,2025-10-05 15:45,189,54,"[61, 62, 63, 67, 71, 72]",36
3449,BKK,2025-10-05 16:00,197,56,"[62, 63, 64, 65, 67, 69]",30
3450,BKK,2025-10-05 16:15,208,79,"[61, 63, 65, 67, 71, 72]",42
3451,BKK,2025-10-05 16:30,190,62,"[62, 63, 65, 66, 67, 68]",60
3452,BKK,2025-10-05 16:45,246,46,"[60, 61, 65, 66, 67, 68, 72]",91
3453,BKK,2025-10-05 17:00,194,68,"[60, 62, 70, 71]",28
3454,BKK,2025-10-05 17:15,215,65,"[61, 63, 64, 65, 66]",35
3455,BKK,2025-10-05 17:30,229,69,"[62, 63, 65, 66, 69]",55
3456,BKK,2025-10-05 17:45,251,50,"[60, 61, 64, 67]",28
3457,BKK,2025-10-05 18:00,183,50,"[60, 63, 66, 68, 72]",20
3458,BKK,2025-10-05 18:15,180,65,"[60, 61, 62, 65, 68]",40
3459,BKK,2025-10-05 18:30,167,63,"[60, 64, 70, 71, 72]",55
3460,BKK,2025-10-05 18:45,216,47,"[61, 65, 67, 69]",24
3461,BKK,2025-10-05 19:00,160,38,"[61, 63, 64, 66]",32
3462,BKK,2025-10-05 19:15,172,47,"[61, 64, 65, 69]",36
3463,BKK,2025-10-05 19:30,150,48,"[61, 64, 68, 70]",24
3464,BKK,2025-10-05 19:45,128,35,"[66, 68, 69, 71]",40
3465,BKK,2025-10-05 20:00,142,42,"[61, 63, 65]",21
3466,BKK,2025-10-05 20:15,138,44,"[61, 66, 71]",33
3467,BKK,2025-10-05 20:30,144,20,"[60, 63, 66, 72]",36
3468,BKK,2025-10-05 20:45,170,37,"[62, 69, 71]",18
3469,BKK,2025-10-05 21:00,122,32,"[60, 65, 66]",24
3470,BKK,2025-10-05 21:15,150,34,"[61, 69, 70, 72]",40
3471,BKK,2025-10-05 21:30,162,41,"[61, 68, 70, 71]",40
3472,BKK,2025-10-05 21:45,155,51,"[63, 66, 69]",27
3473,BKK,2025-10-05 22:00,138,34,"[61, 70, 72]",12
3474,BKK,2025-10-05 22:15,136,47,"[60, 61, 66]",12
3475,BKK,2025-10-05 22:30,148,43,"[61, 63, 67, 68]",28
3476,BKK,2025-10-05 22:45,128,31,"[63, 65, 69]",21
3477,BKK,2025-10-05 23:00,249,68,"[62, 63, 64, 65, 69, 71, 72]",56
3478,BKK,2025-10-05 23:15,244,65,"[60, 63, 64, 67, 69, 70, 71]",35
3479,BKK,2025-10-05 23:30,249,68,"[60, 61, 63, 66, 68, 69, 70]",28
3480,BKK,2025-10-05 23:45,192,55,"[61, 62, 63, 66, 68, 70, 72]",42
3481,BKK,2025-10-06 00:00,170,51,"[61, 64, 66, 67, 68]",20
3482,BKK,2025-10-06 00:15,141,29,"[60, 62, 65, 66, 72]",30
3483,BKK,2025-10-06 00:30,161,39,"[61, 64, 66, 68, 72]",20
3484,BKK,2025-10-06 00:45,161,45,"[60, 62, 67, 68, 69]",25
3485,BKK,2025-10-06 01:00,131,41,"[61, 64, 67, 68]",16
3486,BKK,2025-10-06 01:15,144,36,"[61, 64, 65, 72]",16
3487,BKK,2025-10-06 01:30,163,35,"[60, 62, 66, 68]",28
3488,BKK,2025-10-06 01:45,116,40,"[60, 66, 68, 72]",16
3489,BKK,2025-10-06 02:00,118,26,"[62, 63, 71]",21
3490,BKK,2025-10-06 02:15,105,31,"[68, 69, 70]",12
3491,BKK,2025-10-06 02:30,105,32,"[63, 64, 67]",12
3492,BKK,2025-10-06 02:45,94,25,"[61, 63, 69]",12
3493,BKK,2025-10-06 03:00,68,32,"[63, 72]",10
3494,BKK,2025-10-06 03:15,76,18,"[69, 70]",8
3495,BKK,2025-10-06 03:30,79,20,"[69, 72]",8
3496,BKK,2025-10-06 03:45,129,27,"[63, 66]",14
3497,BKK,2025-10-06 04:00,70,26,"[60, 70]",8
3498,BKK,2025-10-06 04:15,75,31,"[63, 67]",8
3499,BKK,2025-10-06 04:30,100,25,"[63, 69]",10
3500,BKK,2025-10-06 04:45,83,29,"[64, 66]",8
3501,BKK,2025-10-06 05:00,195,45,"[61, 62, 64, 65, 66, 68]",36
3502,BKK,2025-10-06 05:15,170,46,"[60, 62, 65, 66, 69]",20
3503,BKK,2025-10-06 05:30,164,52,"[60, 64, 65, 69, 70]",20
3504,BKK,2025-10-06 05:45,236,41,"[60, 63, 64, 68, 70, 71]",42
3505,BKK,2025-10-06 06:00,207,55,"[62, 64, 66, 70, 72]",40
3506,BKK,2025-10-06 06:15,248,59,"[63, 64, 65, 69, 70, 72]",36
3507,BKK,2025-10-06 06:30,209,69,"[62, 63, 65, 66, 67, 69]",48
3508,BKK,2025-10-06 06:45,205,57,"[63, 64, 67, 68, 69, 72]",30
3509,BKK,2025-10-06 07:00,253,69,,42
3510,BKK,2025-10-06 07:15,250,71,"[60, 61, 62, 65, 67, 70, 72]",35
3511,BKK,2025-10-06 07:30,264,80,"[60, 62, 64, 65, 66, 69, 71, 72]",96
3512,BKK,2025-10-06 07:45,278,75,"[60, 61, 62, 65, 66, 67, 70, 72]",72
3513,BKK,2025-10-06 08:00,181,55,"[62, 64, 65, 66]",40
3514,BKK,2025-10-06 08:15,211,24,"[61, 63, 65, 66]",32
3515,BKK,2025-10-06 08:30,178,44,"[62, 64, 66, 71]",36
3516,BKK,2025-10-06 08:45,210,50,"[63, 66, 69, 72]",32
3517,BKK,2025-10-06 09:00,190,67,"[60, 61, 65, 67, 72]",40
3518,BKK,2025-10-06 09:15,197,40,"[62, 64, 65, 67, 68]",35
3519,BKK,2025-10-06 09:30,192,41,"[60, 61, 63, 68, 71]",30
3520,BKK,2025-10-06 09:45,206,55,"[60, 61, 62, 69, 72]",45
3521,BKK,2025-10-06 10:00,181,53,"[63, 65, 66, 69]",16
3522,BKK,2025-10-06 10:15,190,47,"[61, 67, 69, 71]",44
3523,BKK,2025-10-06 10:30,153,45,"[63, 66, 68, 70]",40
3524,BKK,2025-10-06 10:45,212,47,"[60, 63, 67, 71]",32
3525,BKK,2025-10-06 11:00,235,54,"[61, 65, 67, 68, 69]",50
3526,BKK,2025-10-06 11:15,242,49,"[61, 63, 64, 67, 69]",50
3527,BKK,2025-10-06 11:30,280,71,"[61, 62, 63, 68, 72]",60
3528,BKK,2025-10-06 11:45,217,57,"[61, 66, 68, 69, 72]",40
3529,BKK,2025-10-06 12:00,214,56,"[60, 62, 69, 70, 71]",45
3530,BKK,2025-10-06 12:15,202,72,"[61, 62, 64, 69, 71]",45
3531,BKK,2025-10-06 12:30,194,70,"[62, 64, 65, 67, 68]",45
3532,BKK,2025-10-06 12:45,192,53,"[60, 61, 62, 67, 69]",45
3533,BKK,2025-10-06 13:00,202,46,"[61, 63, 66, 69]",36
3534,BKK,2025-10-06 13:15,165,62,"[62, 67, 68, 71]",32
3535,BKK,2025-10-06 13:30,208,42,"[64, 65, 66, 71]",32
3536,BKK,2025-10-06 13:45,214,54,"[64, 66, 68, 69]",32
3537,BKK,2025-10-06 14:00,138,37,"[64, 68, 71]",21
3538,BKK,2025-10-06 14:15,109,17,"[61, 67, 71]",18
3539,BKK,2025-10-06 14:30,148,36,"[61, 67, 69]",24
3540,BKK,2025-10-06 14:45,132,32,"[60, 61, 68]",15
3541,BKK,2025-10-06 15:00,163,50,"[62, 68, 72]",24
3542,BKK,2025-10-06 15:15,166,57,"[62, 63, 64, 72]",28
3543,BKK,2025-10-06 15:30,184,48,"[63, 68, 69, 71]",24
3544,BKK,2025-10-06 15:45,173,38,"[60, 67, 68, 70]",32
3545,BKK,2025-10-06 16:00,174,53,"[62, 67, 69, 71]",36
3546,BKK,2025-10-06 16:15,181,52,"[64, 65, 68, 70]",44
3547,BKK,2025-10-06 16:30,148,40,"[62, 65, 67, 72]",40
3548,BKK,2025-10-06 16:45,217,52,"[62, 66, 67, 71]",36
3549,BKK,2025-10-06 17:00,233,63,"[60, 64, 65, 71]",36
3550,BKK,2025-10-06 17:15,238,52,"[62, 63, 65, 66]",36
3551,BKK,2025-10-06 17:30,191,44,"[64, 66, 68, 71]",36
3552,BKK,2025-10-06 17:45,213,66,"[65, 66, 67, 71]",40
3553,BKK,2025-10-06 18:00,219,55,"[60, 62, 63, 65, 69, 71]",72
3554,BKK,2025-10-06 18:15,186,60,"[60, 62, 63, 65, 67, 70]",54
3555,BKK,2025-10-06 18:30,197,51,"[64, 65, 67, 69, 70, 72]",30
3556,BKK,2025-10-06 18:45,204,60,"[60, 61, 65, 66, 68, 72]",36
3557,BKK,2025-10-06 19:00,197,40,"[62, 66, 67]",15
3558,BKK,2025-10-06 19:15,118,45,"[62, 69, 71]",21
3559,BKK,2025-10-06 19:30,117,39,"[68, 69, 71]",33
3560,BKK,2025-10-06 19:45,131,39,"[63, 65, 68, 71]",40
3561,BKK,2025-10-06 20:00,113,37,"[61, 65, 71]",12
3562,BKK,2025-10-06 20:15,124,48,"[62, 67, 70]",30
3563,BKK,2025-10-06 20:30,158,35,"[63, 65, 69, 72]",20
3564,BKK,2025-10-06 20:45,106,42,"[62, 68, 69, 70]",28
3565,BKK,2025-10-06 21:00,129,53,"[63, 64]",14
3566,BKK,2025-10-06 21:15,157,39,"[66, 68, 71]",21
3567,BKK,2025-10-06 21:30,167,48,"[64, 66, 67]",24
3568,BKK,2025-10-06 21:45,124,29,"[60, 66, 67]",27
3569,BKK,2025-10-06 22:00,122,33,"[63, 66, 70, 72]",16
3570,BKK,2025-10-06 22:15,135,49,"[64, 65, 67, 71]",24
3571,BKK,2025-10-06 22:30,111,42,"[63, 66, 67, 71]",28
3572,BKK,2025-10-06 22:45,114,38,"[64, 66, 67]",12
3573,BKK,2025-10-06 23:00,220,53,"[60, 64, 65, 66, 68, 72]",24
3574,BKK,2025-10-06 23:15,223,60,"[63, 64, 65, 66, 67, 68, 70]",49
3575,BKK,2025-10-06 23:30,216,65,"[60, 62, 65, 66, 68, 70, 72]",42
3576,BKK,2025-10-06 23:45,215,47,"[60, 64, 65, 68, 70, 71]",24
3577,BKK,2025-10-07 00:00,160,50,"[60, 66, 70, 71, 72]",25
3578,BKK,2025-10-07 00:15,141,41,"[60, 68, 69, 71, 72]",20
3579,BKK,2025-10-07 00:30,169,54,"[62, 66, 67, 68, 69]",20
3580,BKK,2025-10-07 00:45,148,41,"[60, 61, 62, 63, 65]",25
3581,BKK,2025-10-07 01:00,141,36,"[61, 62, 63, 65, 71]",20
3582,BKK,2025-10-07 01:15,150,45,"[64, 67, 68, 69, 72]",30
3583,BKK,2025-10-07 01:30,154,50,"[60, 61, 64, 65, 72]",45
3584,BKK,2025-10-07 01:45,161,36,"[61, 63, 65, 66, 68]",20
3585,BKK,2025-10-07 02:00,112,27,"[61, 64, 68]",12
3586,BKK,2025-10-07 02:15,71,31,"[65, 67, 71]",12
3587,BKK,2025-10-07 02:30,86,26,"[65, 67, 68]",12
3588,BKK,2025-10-07 02:45,90,25,,12
3589,BKK,2025-10-07 03:00,78,20,"[65, 70]",12
3590,BKK,2025-10-07 03:15,87,25,"[67, 72]",8
3591,BKK,2025-10-07 03:30,84,14,"[61, 70]",8
3592,BKK,2025-10-07 03:45,86,23,"[60, 70]",8
3593,BKK,2025-10-07 04:00,83,23,"[62, 68]",12
3594,BKK,2025-10-07 04:15,86,31,"[67, 68]",12
3595,BKK,2025-10-07 04:30,87,22,"[60, 68]",10
3596,BKK,2025-10-07 04:45,73,22,"[61, 68]",10
3597,BKK,2025-10-07 05:00,140,40,"[62, 65, 68, 70, 72]",20
3598,BKK,2025-10-07 05:15,211,49,"[61, 62, 64, 69, 71, 72]",42
3599,BKK,2025-10-07 05:30,195,50,"[60, 61, 63, 64, 68]",25
3600,BKK,2025-10-07 05:45,229,51,"[63, 67, 68, 69, 70, 72]",36
3601,BKK,2025-10-07 06:00,210,45,"[60, 65, 67, 69, 70, 71]",48
3602,BKK,2025-10-07 06:15,197,55,"[60, 61, 64, 65, 67]",30
3603,BKK,2025-10-07 06:30,211,43,"[61, 63, 64, 68, 69]",25
3604,BKK,2025-10-07 06:45,190,58,"[64, 66, 67, 71, 72]",20
3605,BKK,2025-10-07 07:00,286,76,"[60, 62, 63, 64, 65, 67, 71, 72]",48
3606,BKK,2025-10-07 07:15,292,73,"[60, 61, 62, 65, 66, 68, 71, 72]",32
3607,BKK,2025-10-07 07:30,303,62,"[60, 61, 62, 63, 64, 67, 72]",63
3608,BKK,2025-10-07 07:45,264,79,"[62, 63, 64, 66, 67, 69, 71, 72]",40
3609,BKK,2025-10-07 08:00,193,68,"[60, 63, 65, 68, 70, 72]",66
3610,BKK,2025-10-07 08:15,169,65,"[64, 65, 66, 68, 70, 71]",42
3611,BKK,2025-10-07 08:30,209,40,"[62, 64, 67, 70, 72]",60
3612,BKK,2025-10-07 08:45,205,48,"[63, 66, 68, 69, 72]",25
3613,BKK,2025-10-07 09:00,199,60,"[60, 61, 64, 67, 71]",50
3614,BKK,2025-10-07 09:15,238,60,"[61, 64, 68, 70, 71]",40
3615,BKK,2025-10-07 09:30,192,60,"[60, 62, 66, 70, 71]",65
3616,BKK,2025-10-07 09:45,224,49,"[63, 64, 65, 69, 72]",45
3617,BKK,2025-10-07 10:00,194,43,"[66, 67, 68, 70, 72]",30
3618,BKK,2025-10-07 10:15,192,29,"[66, 67, 68, 69, 72]",30
3619,BKK,2025-10-07 10:30,193,63,"[61, 62, 63, 68, 70]",40
3620,BKK,2025-10-07 10:45,217,54,"[64, 65, 68, 69, 71]",55
3621,BKK,2025-10-07 11:00,182,46,"[61, 64, 69, 72]",28
3622,BKK,2025-10-07 11:15,162,47,"[64, 67, 70, 71]",28
3623,BKK,2025-10-07 11:30,170,38,"[65, 66, 69, 70]",40
3624,BKK,2025-10-07 11:45,198,55,"[60, 65, 67, 70]",24
3625,BKK,2025-10-07 12:00,155,39,"[65, 66, 68, 69, 70]",35
3626,BKK,2025-10-07 12:15,207,61,"[60, 61, 67, 68, 70]",35
3627,BKK,2025-10-07 12:30,239,60,"[60, 64, 67, 68, 70]",65
3628,BKK,2025-10-07 12:45,170,43,"[62, 64, 67, 68]",40
3629,BKK,2025-10-07 13:00,149,39,"[62, 66, 70, 72]",32
3630,BKK,2025-10-07 13:15,172,44,"[68, 71, 72]",27
3631,BKK,2025-10-07 13:30,118,50,"[62, 64, 65]",27
3632,BKK,2025-10-07 13:45,176,61,"[66, 68, 71]",33
3633,BKK,2025-10-07 14:00,151,54,"[60, 61, 64, 65]",24
3634,BKK,2025-10-07 14:15,134,40,"[61, 63, 65]",21
3635,BKK,2025-10-07 14:30,151,24,"[60, 62, 67]",21
3636,BKK,2025-10-07 14:45,198,35,"[61, 66, 67, 70]",24
3637,BKK,2025-10-07 15:00,200,48,"[64, 68, 72]",18
3638,BKK,2025-10-07 15:15,159,55,"[60, 69, 71]",30
3639,BKK,2025-10-07 15:30,146,34,"[63, 65, 66]",18
3640,BKK,2025-10-07 15:45,154,50,"[61, 67, 68]",12
3641,BKK,2025-10-07 16:00,203,37,"[61, 62, 71, 72]",40
3642,BKK,2025-10-07 16:15,167,54,"[60, 61, 70, 71]",36
3643,BKK,2025-10-07 16:30,233,78,"[60, 62, 66, 67]",32
3644,BKK,2025-10-07 16:45,187,46,"[62, 65, 67, 68]",44
3645,BKK,2025-10-07 17:00,208,45,"[63, 64, 67, 68, 72]",35
3646,BKK,2025-10-07 17:15,176,73,,55
3647,BKK,2025-10-07 17:30,231,49,"[60, 63, 64, 67, 71, 72]",66
3648,BKK,2025-10-07 17:45,191,50,"[61, 62, 67, 68, 71, 72]",42
3649,BKK,2025-10-07 18:00,195,61,"[60, 63, 70, 71]",32
3650,BKK,2025-10-07 18:15,203,52,"[60, 61, 64, 70]",24
3651,BKK,2025-10-07 18:30,189,42,"[61, 64, 66, 69]",32
3652,BKK,2025-10-07 18:45,166,56,"[61, 65, 66, 70]",40
3653,BKK,2025-10-07 19:00,173,51,"[62, 63, 70, 71, 72]",50
3654,BKK,2025-10-07 19:15,185,52,"[60, 63, 64, 70, 71]",30
3655,BKK,2025-10-07 19:30,197,49,"[66, 67, 69, 70, 72]",55
3656,BKK,2025-10-07 19:45,158,40,"[60, 63, 69, 71, 72]",45
3657,BKK,2025-10-07 20:00,108,53,"[61, 68]",14
3658,BKK,2025-10-07 20:15,136,51,"[67, 70, 71]",36
3659,BKK,2025-10-07 20:30,154,34,"[71, 72]",14
3660,BKK,2025-10-07 20:45,151,34,"[64, 70, 72]",24
3661,BKK,2025-10-07 21:00,115,47,"[66, 67]",12
3662,BKK,2025-10-07 21:15,159,40,"[61, 65, 69]",27
3663,BKK,2025-10-07 21:30,138,39,"[60, 68, 69]",24
3664,BKK,2025-10-07 21:45,126,41,"[71, 72]",16
3665,BKK,2025-10-07 22:00,163,48,"[60, 63, 65, 68]",20
3666,BKK,2025-10-07 22:15,167,48,"[63, 69, 70, 71]",32
3667,BKK,2025-10-07 22:30,182,48,"[64, 65, 66, 69]",32
3668,BKK,2025-10-07 22:45,190,32,"[65, 68, 69, 70]",20
3669,BKK,2025-10-07 23:00,271,84,"[60, 63, 67, 68, 70, 71, 72]",35
3670,BKK,2025-10-07 23:15,275,66,"[62, 63, 64, 66, 68, 71, 72]",56
3671,BKK,2025-10-07 23:30,239,71,"[61, 64, 65, 66, 67, 69, 72]",42
3672,BKK,2025-10-07 23:45,257,63,"[60, 61, 62, 68, 70, 71, 72]",35
3673,BKK,2025-10-08 00:00,144,42,"[61, 65, 69, 71, 72]",20
3674,BKK,2025-10-08 00:15,190,42,"[60, 61, 64, 66, 71]",35
3675,BKK,2025-10-08 00:30,168,46,"[61, 63, 65, 70, 71]",20
3676,BKK,2025-10-08 00:45,162,49,"[61, 65, 67, 69, 72]",20
3677,BKK,2025-10-08 01:00,150,39,,20
3678,BKK,2025-10-08 01:15,155,38,"[60, 69, 70, 71, 72]",20
3679,BKK,2025-10-08 01:30,168,37,"[62, 63, 64, 67, 69]",20
3680,BKK,2025-10-08 01:45,183,51,"[61, 62, 63, 66, 67]",35
3681,BKK,2025-10-08 02:00,82,22,"[65, 71]",12
3682,BKK,2025-10-08 02:15,112,26,"[61, 69]",8
3683,BKK,2025-10-08 02:30,101,33,"[69, 72]",8
3684,BKK,2025-10-08 02:45,110,20,"[61, 68]",14
3685,BKK,2025-10-08 03:00,63,28,"[60, 72]",8
3686,BKK,2025-10-08 03:15,83,10,"[68, 71]",8
3687,BKK,2025-10-08 03:30,57,19,"[63, 71]",8
3688,BKK,2025-10-08 03:45,90,30,"[69, 72]",14
3689,BKK,2025-10-08 04:00,96,29,"[62, 70]",8
3690,BKK,2025-10-08 04:15,75,24,"[64, 71]",12
3691,BKK,2025-10-08 04:30,65,17,"[60, 70]",8
3692,BKK,2025-10-08 04:45,92,24,"[61, 65]",8
3693,BKK,2025-10-08 05:00,146,48,"[61, 62, 63, 69]",24
3694,BKK,2025-10-08 05:15,154,32,"[62, 64, 67, 72]",20
3695,BKK,2025-10-08 05:30,167,38,"[61, 65, 69, 72]",28
3696,BKK,2025-10-08 05:45,168,37,"[60, 67, 68, 70]",24
3697,BKK,2025-10-08 06:00,249,62,"[61, 62, 64, 68, 70, 72]",42
3698,BKK,2025-10-08 06:15,146,60,"[62, 64, 65, 66, 68, 71]",30
3699,BKK,2025-10-08 06:30,206,52,"[60, 64, 65, 67, 68, 70]",30
3700,BKK,2025-10-08 06:45,232,63,"[61, 62, 66, 68, 69, 72]",36
3701,BKK,2025-10-08 07:00,267,86,"[60, 61, 62, 63, 69, 70, 71, 72]",48
3702,BKK,2025-10-08 07:15,245,65,"[61, 62, 65, 67, 68, 69, 70]",56
3703,BKK,2025-10-08 07:30,297,67,"[60, 62, 66, 67, 68, 69, 70, 72]",72
3704,BKK,2025-10-08 07:45,301,72,"[60, 62, 63, 64, 67, 68, 71, 72]",80
3705,BKK,2025-10-08 08:00,194,58,"[61, 62, 66, 70, 71]",40
3706,BKK,2025-10-08 08:15,243,60,"[60, 63, 65, 67, 72]",55
3707,BKK,2025-10-08 08:30,199,55,"[62, 67, 68, 70, 71]",45
3708,BKK,2025-10-08 08:45,232,65,"[60, 63, 66, 67, 70, 72]",60
3709,BKK,2025-10-08 09:00,196,44,"[61, 62, 65, 70]",32
3710,BKK,2025-10-08 09:15,195,62,"[62, 64, 70, 72]",28
3711,BKK,2025-10-08 09:30,183,31,"[62, 64, 65, 66]",28
3712,BKK,2025-10-08 09:45,182,65,"[61, 64, 69, 72]",36
3713,BKK,2025-10-08 10:00,181,36,"[65, 71, 72]",30
3714,BKK,2025-10-08 10:15,202,54,"[63, 69, 70]",33
3715,BKK,2025-10-08 10:30,167,44,"[63, 64, 72]",27
3716,BKK,2025-10-08 10:45,182,45,"[62, 68, 70, 72]",40
3717,BKK,2025-10-08 11:00,210,57,"[60, 62, 64, 65, 66, 67]",48
3718,BKK,2025-10-08 11:15,188,82,"[60, 61, 64, 67, 70, 72]",60
3719,BKK,2025-10-08 11:30,236,45,"[61, 64, 67, 69, 70, 71]",48
3720,BKK,2025-10-08 11:45,240,65,"[60, 61, 62, 64, 66, 72]",54
3721,BKK,2025-10-08 12:00,225,72,"[61, 62, 65, 71, 72]",35
